"Inconsolata";12;False;False;1;0;1;1
32;2;2;8;17;8;0
33;45;105;1;14;8;3
34;22;105;5;7;8;1
35;74;21;7;14;8;1
36;45;37;6;15;8;1
37;41;2;8;14;8;0
38;56;21;7;14;8;1
39;51;105;2;7;8;3
40;76;37;5;17;8;2
41;83;37;5;17;8;1
42;226;72;7;12;8;1
43;98;37;7;12;8;1
44;33;105;2;16;8;3
45;2;105;6;9;8;1
46;55;105;1;14;8;3
47;29;37;6;15;8;1
48;90;72;6;14;8;1
49;10;105;3;14;8;2
50;10;88;6;14;8;1
51;171;88;5;14;8;1
52;202;72;6;14;8;1
53;235;72;6;14;8;1
54;242;56;6;14;8;1
55;234;56;6;14;8;1
56;58;88;6;14;8;1
57;42;88;6;14;8;1
58;48;105;1;14;8;4
59;29;105;2;16;8;3
60;11;37;7;13;8;1
61;106;88;7;11;8;1
62;20;37;7;13;8;0
63;34;72;6;14;8;1
64;182;21;7;14;8;1
65;191;21;7;14;8;0
66;162;56;6;14;8;1
67;74;72;6;14;8;1
68;34;88;6;14;8;1
69;74;56;6;14;8;1
70;210;56;6;14;8;1
71;128;21;7;14;8;0
72;98;56;6;14;8;1
73;199;88;5;14;8;1
74;20;21;7;14;8;1
75;18;56;6;14;8;1
76;218;56;6;14;8;1
77;65;21;7;14;8;0
78;218;72;6;14;8;1
79;222;2;7;14;8;0
80;58;72;6;14;8;1
81;51;2;7;16;8;0
82;26;56;6;14;8;1
83;170;56;6;14;8;1
84;101;21;7;14;8;0
85;115;37;6;14;8;1
86;231;2;7;14;8;0
87;110;21;7;14;8;1
88;245;21;7;14;8;0
89;38;21;7;14;8;1
90;2;56;6;14;8;1
91;122;88;5;15;8;2
92;37;37;6;15;8;1
93;115;88;5;15;8;1
94;15;105;5;8;8;2
95;53;37;6;15;8;1
96;37;105;3;7;8;2
97;170;72;6;14;8;1
98;34;56;6;14;8;1
99;154;72;6;14;8;1
100;186;72;6;14;8;1
101;163;37;6;14;8;1
102;236;21;7;14;8;1
103;131;2;6;17;8;1
104;243;37;6;14;8;1
105;227;88;5;14;8;2
106;69;37;5;17;8;1
107;42;56;6;14;8;1
108;150;88;5;14;8;2
109;195;2;7;14;8;0
110;90;88;6;14;8;1
111;155;37;6;14;8;1
112;171;2;6;17;8;1
113;155;2;6;17;8;1
114;157;88;5;14;8;2
115;122;56;6;14;8;1
116;107;37;6;14;8;1
117;50;56;6;14;8;1
118;173;21;7;14;8;1
119;155;21;7;14;8;0
120;18;88;6;14;8;1
121;123;2;6;17;8;1
122;106;72;6;14;8;1
123;139;2;6;17;8;1
124;42;105;1;16;8;4
125;107;2;6;17;8;1
126;243;88;7;9;8;1
127;234;88;7;9;8;1
161;58;105;1;14;8;4
191;66;56;6;14;8;1
192;137;21;7;14;8;0
193;146;21;7;14;8;0
194;92;21;7;14;8;0
195;164;21;7;14;8;0
196;2;21;7;14;8;0
197;227;21;7;14;8;0
198;31;2;8;14;8;0
199;115;2;6;17;8;1
200;195;37;6;14;8;1
201;26;72;6;14;8;1
202;2;88;6;14;8;1
203;154;56;6;14;8;1
204;185;88;5;14;8;1
205;164;88;5;14;8;1
206;206;88;5;14;8;1
207;143;88;5;14;8;1
209;42;72;6;14;8;1
210;119;21;7;14;8;0
211;209;21;7;14;8;0
212;29;21;7;14;8;0
213;213;2;7;14;8;0
214;200;21;7;14;8;0
216;90;2;7;15;8;0
217;10;56;6;14;8;1
218;98;88;6;14;8;1
219;138;56;6;14;8;1
220;226;56;6;14;8;1
221;47;21;7;14;8;1
223;186;56;6;14;8;1
224;26;88;6;14;8;1
225;2;72;6;14;8;1
226;82;88;6;14;8;1
227;50;88;6;14;8;1
228;235;37;6;14;8;1
229;90;37;6;14;8;1
230;80;2;8;14;8;0
231;99;2;6;17;8;1
232;10;72;6;14;8;1
233;50;72;6;14;8;1
234;130;56;6;14;8;1
235;179;37;6;14;8;1
236;178;88;5;14;8;2
237;129;88;5;14;8;2
238;213;88;5;14;8;2
239;192;88;5;14;8;2
241;171;37;6;14;8;1
242;211;37;6;14;8;1
243;187;37;6;14;8;1
244;138;72;6;14;8;1
245;194;56;6;14;8;1
246;82;72;6;14;8;1
248;61;37;6;15;8;1
249;147;37;6;14;8;1
250;18;72;6;14;8;1
251;131;37;6;14;8;1
252;202;56;6;14;8;1
253;163;2;6;17;8;1
260;12;2;7;17;8;0
261;179;2;6;17;8;1
262;178;72;6;14;8;1
263;203;37;6;14;8;1
268;82;56;6;14;8;1
269;139;37;6;14;8;1
270;66;72;6;14;8;1
271;70;2;8;14;8;0
280;147;2;6;17;8;1
281;187;2;6;17;8;1
282;114;56;6;14;8;1
283;90;56;6;14;8;1
321;11;21;7;14;8;0
322;220;88;5;14;8;2
323;219;37;6;14;8;1
324;194;72;6;14;8;1
327;162;72;6;14;8;1
328;146;56;6;14;8;1
336;218;21;7;14;8;0
337;3;37;7;14;8;1
338;21;2;8;14;8;0
339;60;2;8;14;8;0
344;130;72;6;14;8;1
345;136;88;5;14;8;2
346;146;72;6;14;8;1
347;58;56;6;14;8;1
352;106;56;6;14;8;1
353;122;72;6;14;8;1
356;204;2;7;14;8;0
357;83;21;7;14;8;1
366;243;72;6;14;8;1
367;66;88;6;14;8;1
368;74;88;6;14;8;1
369;240;2;7;14;8;1
377;98;72;6;14;8;1
378;227;37;6;14;8;1
379;123;37;6;14;8;1
380;178;56;6;14;8;1
381;114;72;6;14;8;1
382;210;72;6;14;8;1
